no_evenm,annee,DT_ACCDN,HR_ACCDN,CD_ETAT_VICTM,CD_MUNCP,CIVIC_NUMBER,STREET_TYPE,STREET OF ACCIDENT,STREET_DIR,INTERSECTION TYPE,INTERSECTION,INTERSECTION DIRECTION,Geocoding address,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,nb_veh_accdn_c,agecond_1,agecond_2,agecond_3,agecond_4,agecond_5,agecond_6,agecond_7,agecond_8
301380709150004,2007,9/15/2007,0:50,3,66023,,,MONT ROYAL,,,ESPLANADE,," MONT ROYAL  &  ESPLANADE , Montreal, QC",0,0,1,1,54,,,,,,,
301380710040010,2007,10/3/2007,18:00,3,66023,,,ST DENIS,,,RACHEL,," ST DENIS  &  RACHEL , Montreal, QC",0,0,1,1,,,,,,,,
301380710130042,2007,10/13/2007,21:45,3,66023,,,STE FAMILLE,,,MILTON,," STE FAMILLE  &  MILTON , Montreal, QC",0,0,2,1,,,,,,,,
301380710130042,2007,10/13/2007,21:45,3,66023,,,STE FAMILLE,,,MILTON,," STE FAMILLE  &  MILTON , Montreal, QC",0,0,2,1,,,,,,,,
301380710200003,2007,10/20/2007,,3,66023,20,,GUILBAULT,E,,ST LAURENT,,"20 GUILBAULT, Montreal, QC",0,0,1,1,27,,,,,,,
301380710240010,2007,10/24/2007,7:58,2,66023,2015,,RACHEL,,,BORDEAUX,,"2015 RACHEL, Montreal, QC",0,1,0,1,48,,,,,,,
301380710260002,2007,10/26/2007,0:33,3,66023,21,,MONT ROYAL,E,,ST LAURENT,,"21 MONT ROYAL, Montreal, QC",0,0,1,1,37,,,,,,,
301380710290027,2007,10/29/2007,17:17,3,66023,,,AYLMER,,,PRINCE ARTHUR,O," AYLMER  &  PRINCE ARTHUR O, Montreal, QC",0,0,1,1,51,,,,,,,
301380711020037,2007,11/2/2007,21:45,3,66023,,,MONT ROYAL,,,MESSIER,," MONT ROYAL  &  MESSIER , Montreal, QC",0,0,1,1,23,,,,,,,
301380711130002,2007,11/13/2007,0:02,3,66023,,,MONT ROYAL,,,ST LAURENT,," MONT ROYAL  &  ST LAURENT , Montreal, QC",0,0,1,1,37,,,,,,,
301380711150019,2007,11/15/2007,17:08,3,66023,,,MONT ROYAL,,,DE LA ROCHE,," MONT ROYAL  &  DE LA ROCHE , Montreal, QC",0,0,1,1,28,,,,,,,
301380711200030,2007,11/20/2007,22:10,3,66023,,,MILTON,,,PARC,," MILTON  &  PARC , Montreal, QC",0,0,1,1,55,,,,,,,
301380711220018,2007,11/22/2007,17:30,3,66023,,,RACHEL,,,COLONIALE,," RACHEL  &  COLONIALE , Montreal, QC",0,0,1,1,23,,,,,,,
301380712050013,2007,12/5/2007,,3,66023,,,MONT ROYAL,,,ST LAURENT,," MONT ROYAL  &  ST LAURENT , Montreal, QC",0,0,1,1,,,,,,,,
301380712110005,2007,12/11/2007,7:50,3,66023,,,ST URBAIN,,,PRINCE ARTHUR,," ST URBAIN  &  PRINCE ARTHUR , Montreal, QC",0,0,1,1,30,,,,,,,
301380712110023,2007,12/11/2007,19:10,2,66023,,,MONT ROYAL,,,CARTIER,," MONT ROYAL  &  CARTIER , Montreal, QC",0,1,0,2,19,,,,,,,
301380712170004,2007,12/15/2007,15:10,3,66023,,,MONT ROYAL,,,ST DENIS,," MONT ROYAL  &  ST DENIS , Montreal, QC",0,0,1,1,33,,,,,,,
301380712240013,2007,12/24/2007,15:46,3,66023,,,ST URBAIN,,,ST CUTHBERT,," ST URBAIN  &  ST CUTHBERT , Montreal, QC",0,0,1,2,21,27,,,,,,
301380802180002,2007,8/17/2007,15:50,3,66023,,,ST LAURENT,,,RACHEL,," ST LAURENT  &  RACHEL , Montreal, QC",0,0,1,1,63,,,,,,,
301390701030010,2007,1/3/2007,17:24,3,66023,3324,,FLEURY,,,AUDOIN,,"3324 FLEURY, Montreal, QC",0,0,1,1,34,,,,,,,
301390701060001,2007,1/6/2007,1:28,3,66023,,,BELLEVOIS AV,,,FOREST,," BELLEVOIS AV  &  FOREST , Montreal, QC",0,0,1,1,18,,,,,,,
301390701180014,2007,1/18/2007,17:40,3,66023,,,HENRI BOURASSA,,,DES LAURENTIDES,," HENRI BOURASSA  &  DES LAURENTIDES , Montreal, QC",0,0,1,2,59,31,,,,,,
301390701250013,2007,1/25/2007,16:30,3,66023,10433,,PIE IX,,,FOREST,,"10433 PIE IX, Montreal, QC",0,0,1,1,21,,,,,,,
301390702070009,2007,2/7/2007,12:55,3,66023,,,FLEURY,,,ST MICHEL,," FLEURY  &  ST MICHEL , Montreal, QC",0,0,1,1,26,,,,,,,
301390703040009,2007,3/4/2007,23:10,2,66023,,,AMIENS,,BD,PIE IX,," AMIENS  & BD PIE IX , Montreal, QC",0,1,0,1,,,,,,,,
301390703110010,2007,3/11/2007,15:25,3,66023,10702,,HEBERT,,,D'AMIENS,,"10702 HEBERT, Montreal, QC",0,0,1,1,28,,,,,,,
301390703260016,2007,3/26/2007,16:32,3,66023,,,CHARLEROI,,,DRAPEAU,," CHARLEROI  &  DRAPEAU , Montreal, QC",0,0,1,1,,,,,,,,
301390704250009,2007,4/25/2007,7:20,3,66023,10171,,PELLETIER,,,,,"10171 PELLETIER, Montreal, QC",0,0,1,1,69,,,,,,,
301390705170005,2007,5/17/2007,13:30,3,66023,3737,,INDUSTRIEL,,,BRUXELLES,,"3737 INDUSTRIEL, Montreal, QC",0,0,1,1,39,,,,,,,
301390705220002,2007,5/22/2007,8:30,3,66023,,,HENRI BOURASSA,,,LEGER,," HENRI BOURASSA  &  LEGER , Montreal, QC",0,0,1,1,36,,,,,,,
301390706060012,2007,6/6/2007,14:45,3,66023,,,PIE IX,,,FLEURY,," PIE IX  &  FLEURY , Montreal, QC",0,0,1,1,45,,,,,,,
301390706180017,2007,6/18/2007,18:17,3,66023,,,OSCAR,,,HENRI BOURASSA,," OSCAR  &  HENRI BOURASSA , Montreal, QC",0,0,1,1,46,,,,,,,
301390706220010,2007,6/22/2007,19:05,3,66023,3838,,HENRI BOURASSA,,,PLAZA,,"3838 HENRI BOURASSA, Montreal, QC",0,0,2,1,23,,,,,,,
301390706220010,2007,6/22/2007,19:05,3,66023,3838,,HENRI BOURASSA,,,PLAZA,,"3838 HENRI BOURASSA, Montreal, QC",0,0,2,1,23,,,,,,,
301390708080026,2007,8/8/2007,19:10,3,66023,,,FOREST,,,ARMAND LAVERGNE,," FOREST  &  ARMAND LAVERGNE , Montreal, QC",0,0,1,1,25,,,,,,,
301390708130009,2007,8/13/2007,11:15,3,66023,3295,,GOMIN,,,AUDOIN,,"3295 GOMIN, Montreal, QC",0,0,1,1,62,,,,,,,
301390708130014,2007,8/13/2007,17:05,3,66023,,,GARON,,,D'AMIENS,," GARON  &  D'AMIENS , Montreal, QC",0,0,1,1,26,,,,,,,
301390708230014,2007,8/23/2007,21:15,3,66023,,,ST MICHEL,,,SAUVE,," ST MICHEL  &  SAUVE , Montreal, QC",0,0,1,1,71,,,,,,,
301390708240010,2007,8/24/2007,11:20,3,66023,3461,,GOUIN,,,,,"3461 GOUIN, Montreal, QC",0,0,1,1,34,,,,,,,
301390708240014,2007,8/24/2007,16:18,3,66023,,,PIE IX,,,PRIEUR,," PIE IX  &  PRIEUR , Montreal, QC",0,0,1,1,48,,,,,,,
301390709050011,2007,9/5/2007,16:15,3,66023,10330,,PIE IX,,,FLEURY,,"10330 PIE IX, Montreal, QC",0,0,1,1,32,,,,,,,
301390709150006,2007,9/15/2007,12:30,3,66023,11519,,PELLETIER,,,HENRI BOURASSA,E,"11519 PELLETIER, Montreal, QC",0,0,1,1,38,,,,,,,
301390709220004,2007,9/21/2007,18:00,3,66023,,,HENRI BOURASSA,E,,COBOURG,," HENRI BOURASSA E &  COBOURG , Montreal, QC",0,0,1,1,,,,,,,,
301390710290008,2007,10/29/2007,14:35,2,66023,10551,,PIE IX,,,FOREST,,"10551 PIE IX, Montreal, QC",0,1,0,1,44,,,,,,,
301390710300010,2007,10/30/2007,16:05,3,66023,,,HENRI BOURASSA,,,DES RECOLLETS,," HENRI BOURASSA  &  DES RECOLLETS , Montreal, QC",0,0,1,1,47,,,,,,,
301390711020017,2007,11/2/2007,14:34,3,66023,,,ST MICHEL,,,PRIEUR,," ST MICHEL  &  PRIEUR , Montreal, QC",0,0,1,1,39,,,,,,,
301390711070004,2007,11/7/2007,2:50,3,66023,,,PIE IX,,,INDUSTRIEL,," PIE IX  &  INDUSTRIEL , Montreal, QC",0,0,1,1,,,,,,,,
301390711090011,2007,11/9/2007,11:30,3,66023,,,ST MICHEL,,,FLEURY,," ST MICHEL  &  FLEURY , Montreal, QC",0,0,1,1,,,,,,,,
301390711150016,2007,11/15/2007,18:36,3,66023,,,HENRI BOURASSA,,,DESY,," HENRI BOURASSA  &  DESY , Montreal, QC",0,0,1,1,66,,,,,,,
301390711150017,2007,11/15/2007,18:35,3,66023,,,JEAN MEUNIER,,,AMOS,," JEAN MEUNIER  &  AMOS , Montreal, QC",0,0,1,1,41,,,,,,,
301390711150020,2007,11/15/2007,19:35,3,66023,4217,,GOUIN,E,,STAT,,"4217 GOUIN, Montreal, QC",0,0,1,1,,,,,,,,
301390711180026,2007,11/18/2007,15:12,3,66023,6140,,HENRI BOURASSA,E,,,,"6140 HENRI BOURASSA, Montreal, QC",0,0,1,2,30,,,,,,,
301390711210008,2007,11/21/2007,7:50,3,66023,,,LACORDAIRE,,,AMOS,," LACORDAIRE  &  AMOS , Montreal, QC",0,0,1,1,43,,,,,,,
301390711240009,2007,11/24/2007,11:00,3,66023,6100,,HENRI BOURASSA,,,,,"6100 HENRI BOURASSA, Montreal, QC",0,0,1,1,,,,,,,,
301390711260025,2007,11/26/2007,20:44,3,66023,,,MAURICE DUPLESSIS,,,ROLLAND,," MAURICE DUPLESSIS  &  ROLLAND , Montreal, QC",0,0,1,1,,,,,,,,
301390711290021,2007,11/29/2007,18:20,3,66023,,,HENRI BOURASSA,,,DESY,," HENRI BOURASSA  &  DESY , Montreal, QC",0,0,1,1,36,,,,,,,
301390712010017,2007,12/1/2007,,3,66023,,,LACORDAIRE,,,AMOS,," LACORDAIRE  &  AMOS , Montreal, QC",0,0,1,1,39,,,,,,,
301390712010019,2007,12/1/2007,16:54,3,66023,,,HENRI BOURASSA,,,SALK,," HENRI BOURASSA  &  SALK , Montreal, QC",0,0,1,1,39,,,,,,,
301390712020012,2007,12/2/2007,15:10,3,66023,,,POITRAS,,,HENRI BOURASSA,," POITRAS  &  HENRI BOURASSA , Montreal, QC",0,0,1,1,,,,,,,,
301390712060006,2007,12/6/2007,11:27,3,66023,11571,,LACORDAIRE,,,CREVIER,,"11571 LACORDAIRE, Montreal, QC",0,0,1,1,36,,,,,,,
301390712110024,2007,12/11/2007,18:35,3,66023,,,HENRI BOURASSA,,,L'ARCHEVEQUE,," HENRI BOURASSA  &  L'ARCHEVEQUE , Montreal, QC",0,0,1,1,,,,,,,,
301390712120044,2007,12/12/2007,22:00,3,66023,,,LANGELIER,,,MAURICE DUPLESSIS,," LANGELIER  &  MAURICE DUPLESSIS , Montreal, QC",0,0,1,1,,,,,,,,
301390712130029,2007,12/13/2007,19:35,3,66023,6378,,DIJON,,,VALADE,,"6378 DIJON, Montreal, QC",0,0,1,1,28,,,,,,,
301390712140004,2007,12/14/2007,8:10,3,66023,,,HENRI BOURASSA,,,ST VITAL,," HENRI BOURASSA  &  ST VITAL , Montreal, QC",0,0,1,1,51,,,,,,,
301390712180033,2007,12/18/2007,16:55,3,66023,5009,,ARDENNE,,,STE GERTRUDE,,"5009 ARDENNE, Montreal, QC",0,0,1,1,66,,,,,,,
301390712240015,2007,12/24/2007,14:30,3,66023,6425,BD,LEGER,,,,,"6425 BD LEGER , Montreal, QC",0,0,1,1,25,,,,,,,
301390712240016,2007,12/24/2007,17:35,3,66023,,,LACORDAIRE,,,RENOIR,," LACORDAIRE  &  RENOIR , Montreal, QC",0,0,1,1,39,,,,,,,
301390712270008,2007,12/27/2007,12:15,3,66023,6000,,HENRI BOURASSA,,,AMOS,,"6000 HENRI BOURASSA, Montreal, QC",0,0,1,1,72,,,,,,,
301390712280003,2007,12/28/2007,6:45,3,66023,,,LACORDAIRE,,,DES ROSES,," LACORDAIRE  &  DES ROSES , Montreal, QC",0,0,1,1,38,,,,,,,
301390712280004,2007,12/28/2007,10:01,3,66023,6473,,MAURICE DUPLESSIS,,,MONTY,,"6473 MAURICE DUPLESSIS, Montreal, QC",0,0,1,2,21,,,,,,,
301400701020008,2007,1/2/2007,13:15,3,66023,,,LANGELIER,,,GOUIN,," LANGELIER  &  GOUIN , Montreal, QC",0,0,1,1,,,,,,,,
301400701120011,2007,1/12/2007,17:10,3,66023,,,HENRI BOURASSA,E,,PIGEON,," HENRI BOURASSA E &  PIGEON , Montreal, QC",0,0,1,1,32,,,,,,,
301400701160008,2007,1/16/2007,14:29,2,66023,5681,,GOUIN,,,DE LANAUDIERE,,"5681 GOUIN, Montreal, QC",0,1,0,1,29,,,,,,,
301400701230009,2007,1/22/2007,7:40,3,66023,,,ALFRED,,,HENRI BOURASSA,," ALFRED  &  HENRI BOURASSA , Montreal, QC",0,0,1,1,26,,,,,,,
301400701300008,2007,1/30/2007,16:03,3,66023,,,LACORDAIRE,,,CHARLEROI,," LACORDAIRE  &  CHARLEROI , Montreal, QC",0,0,1,1,28,,,,,,,
301400702010005,2007,2/1/2007,12:30,3,66023,,,BRUNET,,,CHARLEROI,," BRUNET  &  CHARLEROI , Montreal, QC",0,0,1,1,31,,,,,,,
301400702050003,2007,2/5/2007,8:30,3,66023,,,AMOS,,,STE GERTRUDE,," AMOS  &  STE GERTRUDE , Montreal, QC",0,0,1,1,78,,,,,,,
301400702070005,2007,2/6/2007,15:45,3,66023,,,MAURICE DUPLESSIS,,,P M FAVIER,," MAURICE DUPLESSIS  &  P M FAVIER , Montreal, QC",0,0,1,1,52,,,,,,,
301400702120004,2007,2/12/2007,9:00,3,66023,,,CHARLEROI,,,GEORGES PICHET,," CHARLEROI  &  GEORGES PICHET , Montreal, QC",0,0,1,4,35,35,,,,,,
301400702120014,2007,2/12/2007,16:13,3,66023,,,MAURICE DUPLESSIS,,,JUBINVILLE,," MAURICE DUPLESSIS  &  JUBINVILLE , Montreal, QC",0,0,1,1,46,,,,,,,
301400702220004,2007,2/22/2007,8:24,3,66023,11039,AV,BRUNET,,,,,"11039 AV BRUNET , Montreal, QC",0,0,1,1,41,,,,,,,
301400703030006,2007,3/3/2007,12:00,3,66023,,,LACORDAIRE,,,RENOIR,," LACORDAIRE  &  RENOIR , Montreal, QC",0,0,1,1,50,,,,,,,
301400705020005,2007,5/2/2007,8:30,3,66023,,,HENRI BOURASSA,E,,DESY,," HENRI BOURASSA E &  DESY , Montreal, QC",0,0,1,1,45,,,,,,,
301400705210007,2007,5/21/2007,11:20,3,66023,,,CHARLEROI,,,PIGEON,," CHARLEROI  &  PIGEON , Montreal, QC",0,0,1,1,67,,,,,,,
301400705290016,2007,5/29/2007,17:20,3,66023,,,LACORDAIRE,,,AMOS,," LACORDAIRE  &  AMOS , Montreal, QC",0,0,1,1,,,,,,,,
301400706060006,2007,6/6/2007,14:00,3,66023,,,ROLLAND,,,MAURICE DUPLESSIS,," ROLLAND  &  MAURICE DUPLESSIS , Montreal, QC",0,0,1,1,43,,,,,,,
301400706080007,2007,6/8/2007,11:20,3,66023,6350,,PASCAL,,,,,"6350 PASCAL, Montreal, QC",0,0,1,1,,,,,,,,
301400706220013,2007,6/22/2007,13:50,3,66023,,,ROLLAND,,,DIJON,," ROLLAND  &  DIJON , Montreal, QC",0,0,1,1,19,,,,,,,
301400706230006,2007,6/23/2007,10:02,3,66023,,,LANGELIER,,,ARTHUR CHEVRIER,," LANGELIER  &  ARTHUR CHEVRIER , Montreal, QC",0,0,1,1,,,,,,,,
301400707030023,2007,7/3/2007,21:15,2,66023,,,TARDIF,,,LANGELIER,," TARDIF  &  LANGELIER , Montreal, QC",0,1,0,1,41,,,,,,,
301400707110011,2007,7/11/2007,15:45,2,66023,,,LACORDAIRE,,,MAURICE DUPLESSIS,," LACORDAIRE  &  MAURICE DUPLESSIS , Montreal, QC",0,1,0,1,34,,,,,,,
301400708010008,2007,8/1/2007,17:35,3,66023,5156,,HENRI BOURASSA,,,LACORDAIRE,,"5156 HENRI BOURASSA, Montreal, QC",0,0,1,1,23,,,,,,,
301400708020023,2007,8/2/2007,20:55,3,66023,,,AMIENS,,,PIGEON,," AMIENS  &  PIGEON , Montreal, QC",0,0,1,1,,,,,,,,
301400708310004,2007,8/31/2007,11:40,3,66023,,,LEGER,,,LACORDAIRE,," LEGER  &  LACORDAIRE , Montreal, QC",0,0,1,1,,,,,,,,
301400709110011,2007,9/11/2007,11:36,3,66023,6000,,HENRI BOURASSA,,,STAT CENTRE ACHAT,,"6000 HENRI BOURASSA, Montreal, QC",0,0,1,1,50,,,,,,,
301400709290008,2007,9/29/2007,8:30,3,66023,,,MONTY,,,TARDIF,," MONTY  &  TARDIF , Montreal, QC",0,0,1,1,,,,,,,,
301400710270004,2007,10/27/2007,12:20,2,66023,,,ROLLAND,,,LEGER,," ROLLAND  &  LEGER , Montreal, QC",0,1,0,1,,,,,,,,
301420701130002,2007,1/13/2007,2:50,3,66023,5940,,DES GRANDES PRAIRIES,,,LACORDAIRE,,"5940 DES GRANDES PRAIRIES, Montreal, QC",0,0,1,1,,,,,,,,
301420701160020,2007,1/16/2007,7:15,3,66023,,,JEAN TALON,,,24E AV,," JEAN TALON  &  24E AV , Montreal, QC",0,0,1,1,,,,,,,,
301420701240012,2007,1/24/2007,11:00,3,66023,,,VIAU,,,JEAN TALON,," VIAU  &  JEAN TALON , Montreal, QC",0,0,1,1,41,,,,,,,
301420702080007,2007,2/8/2007,15:00,3,66023,,,ROBERT,,,NEVERS,," ROBERT  &  NEVERS , Montreal, QC",0,0,1,1,24,,,,,,,
301420702090014,2007,2/9/2007,16:50,3,66023,,,PROVENCHER,,,METROPOLITAIN,," PROVENCHER  &  METROPOLITAIN , Montreal, QC",0,0,1,1,59,,,,,,,
301420702190012,2007,2/19/2007,12:05,3,66023,,,LACORDAIRE,,,BELANGER,," LACORDAIRE  &  BELANGER , Montreal, QC",0,0,2,1,30,,,,,,,
301420702190012,2007,2/19/2007,12:05,3,66023,,,LACORDAIRE,,,BELANGER,," LACORDAIRE  &  BELANGER , Montreal, QC",0,0,2,1,30,,,,,,,
301420702260022,2007,2/26/2007,21:30,2,66023,8805,,VIAU,,,VALERY,,"8805 VIAU, Montreal, QC",0,1,0,1,23,,,,,,,
301420703010003,2007,3/1/2007,11:15,3,66023,,,BELANGER,,,LACORDAIRE,," BELANGER  &  LACORDAIRE , Montreal, QC",0,0,1,1,47,,,,,,,
301420703060009,2007,3/6/2007,11:45,3,66023,4247,,JEAN TALON,,,PIE IX,,"4247 JEAN TALON, Montreal, QC",0,0,1,1,28,,,,,,,
301420703080029,2007,3/8/2007,9:35,3,66023,5905,,METROPOLITAIN,,,,,"5905 METROPOLITAIN, Montreal, QC",0,0,1,1,,,,,,,,
301420703220015,2007,3/22/2007,13:37,3,66023,,,VIAU,,,JEAN TALON,," VIAU  &  JEAN TALON , Montreal, QC",0,0,1,1,73,,,,,,,
301420703290002,2007,3/29/2007,8:20,3,66023,,,LISIEUX,,,JEAN TALON,," LISIEUX  &  JEAN TALON , Montreal, QC",0,0,1,1,41,,,,,,,
301420703300028,2007,3/30/2007,19:32,3,66023,,,BELANGER,,,ANTONIO DI CIOCCO,," BELANGER  &  ANTONIO DI CIOCCO , Montreal, QC",0,0,1,1,65,,,,,,,
301420704040018,2007,4/4/2007,15:20,3,66023,,,VIAU,,,D'ARTAGNAN,," VIAU  &  D'ARTAGNAN , Montreal, QC",0,0,1,1,45,,,,,,,
301420704110016,2007,4/11/2007,15:50,3,66023,7325,,LANGELIER,,,BELANGER,,"7325 LANGELIER, Montreal, QC",0,0,1,2,,,,,,,,
301420704140018,2007,4/14/2007,16:20,3,66023,4245,,JEAN TALON,E,,,,"4245 JEAN TALON, Montreal, QC",0,0,2,1,73,,,,,,,
301420704200004,2007,4/20/2007,7:06,3,66023,,,JEAN TALON,,,LACORDAIRE,," JEAN TALON  &  LACORDAIRE , Montreal, QC",0,0,1,1,32,,,,,,,
301420705110029,2007,5/11/2007,21:05,3,66023,,,JARRY,,,LANGELIER,," JARRY  &  LANGELIER , Montreal, QC",0,0,1,1,61,,,,,,,
301420705150019,2007,5/15/2007,8:00,3,66023,,,VIAU,,,D'ARTAGNAN,," VIAU  &  D'ARTAGNAN , Montreal, QC",0,0,1,1,,,,,,,,
301420705200008,2007,5/20/2007,14:00,3,66023,4275,,JEAN TALON,,,,,"4275 JEAN TALON, Montreal, QC",0,0,1,1,68,,,,,,,
301420705310001,2007,5/31/2007,7:40,3,66023,,,LACORDAIRE,,,COUTURE,," LACORDAIRE  &  COUTURE , Montreal, QC",0,0,2,1,46,,,,,,,
301420705310001,2007,5/31/2007,7:40,3,66023,,,LACORDAIRE,,,COUTURE,," LACORDAIRE  &  COUTURE , Montreal, QC",0,0,2,1,46,,,,,,,
301420706080012,2007,6/8/2007,12:30,3,66023,,,JEAN TALON,,,DES BUIES,," JEAN TALON  &  DES BUIES , Montreal, QC",0,0,2,1,47,,,,,,,
301420706080012,2007,6/8/2007,12:30,3,66023,,,JEAN TALON,,,DES BUIES,," JEAN TALON  &  DES BUIES , Montreal, QC",0,0,2,1,47,,,,,,,
301420706100014,2007,6/10/2007,17:05,3,66023,6245,,METROPOLITAIN,,,,,"6245 METROPOLITAIN, Montreal, QC",0,0,1,1,,,,,,,,
301420706150006,2007,6/15/2007,12:50,3,66023,,,VIAU,,,ROBERT,," VIAU  &  ROBERT , Montreal, QC",0,0,1,1,70,,,,,,,
301420706160018,2007,6/16/2007,15:30,3,66023,7455,,LACORDAIRE,,,JEAN TALON,,"7455 LACORDAIRE, Montreal, QC",0,0,1,1,37,,,,,,,
301420706280017,2007,6/28/2007,14:00,3,66023,,,LACORDAIRE,,,V DESSERTE METROPOLITAIN,," LACORDAIRE  &  V DESSERTE METROPOLITAIN , Montreal, QC",0,0,1,1,45,,,,,,,
301420707020022,2007,7/2/2007,21:18,3,66023,,,VIAU,,,JEAN TALON,," VIAU  &  JEAN TALON , Montreal, QC",0,0,1,1,59,,,,,,,
301420707190011,2007,7/19/2007,12:15,3,66023,,,JEAN TALON,,,VALDOMBRE,," JEAN TALON  &  VALDOMBRE , Montreal, QC",0,0,1,1,59,,,,,,,
301420707300012,2007,7/30/2007,15:25,3,66023,9238,,LACORDAIRE,,,COUTURE,,"9238 LACORDAIRE, Montreal, QC",0,0,1,1,76,,,,,,,
301420708020019,2007,8/2/2007,13:45,3,66023,5124,,JEAN TALON,,,,,"5124 JEAN TALON, Montreal, QC",0,0,1,1,,,,,,,,
301420708170025,2007,8/17/2007,20:55,3,66023,6505,,JEAN TALON,,,LANGELIER,,"6505 JEAN TALON, Montreal, QC",0,0,1,2,,,,,,,,
301420708250008,2007,8/25/2007,13:07,3,66023,,BD,LANGELIER,,,JARRY,,"BD LANGELIER  &  JARRY , Montreal, QC",0,0,2,2,47,33,,,,,,
301420708250008,2007,8/25/2007,13:07,3,66023,,BD,LANGELIER,,,JARRY,,"BD LANGELIER  &  JARRY , Montreal, QC",0,0,2,2,47,33,,,,,,
301420708300006,2007,8/30/2007,10:45,3,66023,,,LACORDAIRE,,,ROBERT,," LACORDAIRE  &  ROBERT , Montreal, QC",0,0,1,1,80,,,,,,,
301420708310009,2007,8/31/2007,14:20,3,66023,5424,,JEAN TALON,E,,CANDIAC,,"5424 JEAN TALON, Montreal, QC",0,0,1,1,45,,,,,,,
301420709010010,2007,8/23/2007,15:30,3,66023,8465,,VIAU,,,D'ARTAGNAN,,"8465 VIAU, Montreal, QC",0,0,1,1,,,,,,,,
301420710110028,2007,10/11/2007,19:15,3,66023,,,BELANGER,,,LANGELIER,," BELANGER  &  LANGELIER , Montreal, QC",0,0,1,1,24,,,,,,,
301420710210018,2007,10/21/2007,18:50,3,66023,,,LACORDAIRE,,,ST ZOTIQUE,," LACORDAIRE  &  ST ZOTIQUE , Montreal, QC",0,0,1,1,22,,,,,,,
301420710260013,2007,10/26/2007,11:10,3,66023,4325,,JEAN TALON,E,,24E AV,,"4325 JEAN TALON, Montreal, QC",0,0,1,1,67,,,,,,,
301420711150014,2007,11/15/2007,18:50,3,66023,,,COUTURE,,,PUYSEAUX,," COUTURE  &  PUYSEAUX , Montreal, QC",0,0,1,1,45,,,,,,,
301420711190020,2007,11/2/2007,19:00,3,66023,,,JEAN NICOLET,,,JEAN RIVARD,," JEAN NICOLET  &  JEAN RIVARD , Montreal, QC",0,0,1,1,70,,,,,,,
301420711250021,2007,11/25/2007,20:45,3,66023,4900,,JEAN TALON,,,,,"4900 JEAN TALON, Montreal, QC",0,0,1,1,50,,,,,,,
301420711290022,2007,11/29/2007,18:20,3,66023,,,LACORDAIRE,,,JEAN TALON,E," LACORDAIRE  &  JEAN TALON E, Montreal, QC",0,0,1,2,72,35,,,,,,
301420712130005,2007,11/28/2007,16:00,2,66023,,,LACORDAIRE,,,BELANGER,," LACORDAIRE  &  BELANGER , Montreal, QC",0,1,0,1,,,,,,,,
301420712230018,2007,12/23/2007,17:00,3,66023,,,JEAN TALON,,,MAINVILLE,," JEAN TALON  &  MAINVILLE , Montreal, QC",0,0,1,1,60,,,,,,,
301430701050001,2007,1/5/2007,0:40,3,66023,,,PIE IX,,,BEAUBIEN,," PIE IX  &  BEAUBIEN , Montreal, QC",0,0,1,1,44,,,,,,,
301430701150009,2007,1/15/2007,,3,66023,6553,,39E AV,,,BEAUBIEN,,"6553 39E AV, Montreal, QC",0,0,1,1,76,,,,,,,
301430702030004,2007,2/3/2007,11:45,3,66023,,,PIE IX,,,BEAUBIEN,," PIE IX  &  BEAUBIEN , Montreal, QC",0,0,1,1,61,,,,,,,
301430702150008,2007,2/15/2007,22:07,3,66023,,,VIAU,,,ST ZOTIQUE,," VIAU  &  ST ZOTIQUE , Montreal, QC",0,0,1,1,50,,,,,,,
301430702270005,2007,2/27/2007,8:17,3,66023,5415,,L'ASSOMPTION,,,,,"5415 L'ASSOMPTION, Montreal, QC",0,0,1,1,34,,,,,,,
301430703070013,2007,3/7/2007,22:05,3,66023,,,PIE IX,,,BELANGER,," PIE IX  &  BELANGER , Montreal, QC",0,0,1,1,74,,,,,,,
301430704200011,2007,4/20/2007,21:00,3,66023,2588,,BEAUBIEN,,,,,"2588 BEAUBIEN, Montreal, QC",0,0,2,1,64,,,,,,,
301430704200011,2007,4/20/2007,21:00,3,66023,2588,,BEAUBIEN,,,,,"2588 BEAUBIEN, Montreal, QC",0,0,2,1,64,,,,,,,
301430704220003,2007,4/22/2007,14:05,3,66023,,,BELANGER,,,VIAU,," BELANGER  &  VIAU , Montreal, QC",0,0,1,1,54,,,,,,,
301430705030007,2007,5/3/2007,17:45,3,66023,2560,,BELANGER,,,,,"2560 BELANGER, Montreal, QC",0,0,1,1,68,,,,,,,
301430705210014,2007,5/21/2007,,3,66023,,,PIE IX,,,BEAUBIEN,," PIE IX  &  BEAUBIEN , Montreal, QC",0,0,2,1,19,,,,,,,
301430705210014,2007,5/21/2007,,3,66023,,,PIE IX,,,BEAUBIEN,," PIE IX  &  BEAUBIEN , Montreal, QC",0,0,2,1,19,,,,,,,
301430705240003,2007,5/24/2007,7:22,3,66023,6638,BD,PIE IX,,,BEAUBIEN,,"6638 BD PIE IX , Montreal, QC",0,0,1,1,30,,,,,,,
301430705250011,2007,5/25/2007,16:30,3,66023,,,28E AV,,,ROSEMONT,," 28E AV  &  ROSEMONT , Montreal, QC",0,0,1,1,,,,,,,,
