ID,Year,Date,Time,Date and time,Civic number,Street of accident,Street direction,Corner street,Corner street direction,Intersections,Duplicate count,Geocoding address
3217,2010,6/4/10,9:10,6/4/10 9:10,,DROLET,,RACHEL,,RACHEL & DROLET,3,"RACHEL & DROLET, Montreal, Canada"
3218,2010,6/4/10,12:30,6/4/10 12:30,,RECOLLET,,HENRI BOURASSA,,RECOLLET & HENRI BOURASSA,1,"RECOLLET & HENRI BOURASSA, Montreal, Canada"
3219,2010,6/4/10,15:00,6/4/10 15:00,151,SPRINGARDEN,,,,,1,"151 SPRINGARDEN , Montreal, Canada"
3220,2010,6/4/10,17:55,6/4/10 17:55,,WELLINGTON,,ANN,,WELLINGTON & ANN,1,"WELLINGTON & ANN, Montreal, Canada"
3221,2010,6/5/10,,6/5/10 0:00,,STE CATHERINE,O,DRUMMOND,,STE CATHERINE & DRUMMOND,3,"STE CATHERINE & DRUMMOND, Montreal, Canada"
3222,2010,6/5/10,2:59,6/5/10 2:59,,ST LAURENT,,VIGER,,VIGER & ST LAURENT,5,"VIGER & ST LAURENT, Montreal, Canada"
3223,2010,6/5/10,2:59,6/5/10 2:59,,ST LAURENT,,VIGER,,VIGER & ST LAURENT,5,"VIGER & ST LAURENT, Montreal, Canada"
3224,2010,6/5/10,16:50,6/5/10 16:50,2250,GUY,,,,,1,"2250 GUY , Montreal, Canada"
3225,2010,6/7/10,9:45,6/7/10 9:45,,VIGER,,BLEURY,,VIGER & BLEURY,3,"VIGER & BLEURY, Montreal, Canada"
3226,2010,6/7/10,14:30,6/7/10 14:30,,DE L'EGLISE,,WELLINGTON,,WELLINGTON & DE L'EGLISE,1,"WELLINGTON & DE L'EGLISE, Montreal, Canada"
3227,2010,6/7/10,15:00,6/7/10 15:00,8910,D'IBERVILLE,,EMILE JOURNAULT,,EMILE JOURNAULT & D'IBERVILLE,1,"8910 D'IBERVILLE , Montreal, Canada"
3228,2010,6/7/10,15:26,6/7/10 15:26,2210,PLESSIS,,,,,1,"2210 PLESSIS , Montreal, Canada"
3229,2010,6/7/10,17:05,6/7/10 17:05,245,CARRE BENOIT,,HODGE,,HODGE & CARRE BENOIT,1,"245 CARRE BENOIT , Montreal, Canada"
3230,2010,6/7/10,17:10,6/7/10 17:10,,BIENCORUT,,ANGERS,,BIENCORUT & ANGERS,1,"BIENCORUT & ANGERS, Montreal, Canada"
3231,2010,6/7/10,18:20,6/7/10 18:20,,BEACONSFIELD,,BD LAKEVIEW,,BEACONSFIELD & BD LAKEVIEW,1,"BEACONSFIELD & BD LAKEVIEW, Montreal, Canada"
3232,2010,6/8/10,8:20,6/8/10 8:20,,LAURIER,,ST DENIS,,ST DENIS & LAURIER,6,"ST DENIS & LAURIER, Montreal, Canada"
3233,2010,6/8/10,8:22,6/8/10 8:22,,ST GREGOIRE,,MENTANA,,ST GREGOIRE & MENTANA,1,"ST GREGOIRE & MENTANA, Montreal, Canada"
3234,2010,6/8/10,8:30,6/8/10 8:30,,RENOIR,,BOSSUET,,RENOIR & BOSSUET,1,"RENOIR & BOSSUET, Montreal, Canada"
3235,2010,6/8/10,11:17,6/8/10 11:17,7,ST VIATEUR,O,ST LAURENT,,ST VIATEUR & ST LAURENT,7,"7 ST VIATEUR O, Montreal, Canada"
3236,2010,6/8/10,17:11,6/8/10 17:11,,CHRISTOPHE COLOMB,,EMILE JOURNAULT,,EMILE JOURNAULT & CHRISTOPHE COLOMB,2,"EMILE JOURNAULT & CHRISTOPHE COLOMB, Montreal, Canada"
3237,2010,6/8/10,17:36,6/8/10 17:36,,PEEL,,DE MAISONNEUVE,,PEEL & DE MAISONNEUVE,4,"PEEL & DE MAISONNEUVE, Montreal, Canada"
3238,2010,6/9/10,,6/9/10 0:00,,ATWATER,,ST JACQUES,,ST JACQUES & ATWATER,2,"ST JACQUES & ATWATER, Montreal, Canada"
3239,2010,6/9/10,8:25,6/9/10 8:25,6868,MAURICE DUPLESSIS,,,,,1,"6868 MAURICE DUPLESSIS , Montreal, Canada"
3240,2010,6/9/10,8:28,6/9/10 8:28,2100,ST URBAIN,,,,,1,"2100 ST URBAIN , Montreal, Canada"
3241,2010,6/10/10,7:40,6/10/10 7:40,,SHERBROOKE,,MARLOWE,,SHERBROOKE & MARLOWE,1,"SHERBROOKE & MARLOWE, Montreal, Canada"
3242,2010,6/10/10,15:10,6/10/10 15:10,,DAWSON,,LOUISE LAMY,,LOUISE LAMY & DAWSON,1,"LOUISE LAMY & DAWSON, Montreal, Canada"
3243,2010,6/10/10,18:00,6/10/10 18:00,,ST URBAIN,,MILTON,,ST URBAIN & MILTON,2,"ST URBAIN & MILTON, Montreal, Canada"
3244,2010,6/11/10,9:00,6/11/10 9:00,,RACHEL,,DE LORIMIER,,RACHEL & DE LORIMIER,5,"RACHEL & DE LORIMIER, Montreal, Canada"
3245,2010,6/11/10,14:40,6/11/10 14:40,5206,DU PARC,,FAIRMOUNT,,FAIRMOUNT & DU PARC,3,"5206 DU PARC , Montreal, Canada"
3246,2010,6/11/10,16:45,6/11/10 16:45,,BLOOMFIELD,,LAJOIE,,LAJOIE & BLOOMFIELD,3,"LAJOIE & BLOOMFIELD, Montreal, Canada"
3247,2010,6/11/10,20:00,6/11/10 20:00,,CHAMP DE MARS,,BONSECOURS,,CHAMP DE MARS & BONSECOURS,1,"CHAMP DE MARS & BONSECOURS, Montreal, Canada"
3248,2010,6/12/10,0:50,6/12/10 0:50,,LAURIER,,ST ANDRE,,ST ANDRE & LAURIER,1,"ST ANDRE & LAURIER, Montreal, Canada"
3249,2010,6/12/10,9:20,6/12/10 9:20,423,LANSDOWNE,,SHERBROOKE,,SHERBROOKE & LANSDOWNE,2,"423 LANSDOWNE , Montreal, Canada"
3250,2010,6/12/10,22:15,6/12/10 22:15,,ST LAURENT,,STE CATHERINE,,STE CATHERINE & ST LAURENT,1,"STE CATHERINE & ST LAURENT, Montreal, Canada"
3251,2010,6/13/10,0:40,6/13/10 0:40,,CHERRIER,,MENTANA,,MENTANA & CHERRIER,1,"MENTANA & CHERRIER, Montreal, Canada"
3252,2010,6/13/10,9:55,6/13/10 9:55,,LAKESHORE,,MORGAN,,MORGAN & LAKESHORE,2,"MORGAN & LAKESHORE, Montreal, Canada"
3253,2010,6/13/10,15:08,6/13/10 15:08,16028,EUGENIE TESSIER,,,,,1,"16028 EUGENIE TESSIER , Montreal, Canada"
3254,2010,6/13/10,21:03,6/13/10 21:03,,DECARIE,,PLAMONDON,,PLAMONDON & DECARIE,3,"PLAMONDON & DECARIE, Montreal, Canada"
3255,2010,6/14/10,14:24,6/14/10 14:24,,CHRISTOPHE COLOMB,,SAUVE,,SAUVE & CHRISTOPHE COLOMB,4,"SAUVE & CHRISTOPHE COLOMB, Montreal, Canada"
3256,2010,6/14/10,18:25,6/14/10 18:25,,CHAMPLAIN,,SHERBROOKE,E,SHERBROOKE & CHAMPLAIN,4,"SHERBROOKE & CHAMPLAIN, Montreal, Canada"
3257,2010,6/14/10,19:15,6/14/10 19:15,,CHERRIER,,ST ANDRE,,ST ANDRE & CHERRIER,11,"ST ANDRE & CHERRIER, Montreal, Canada"
3258,2010,6/15/10,17:36,6/15/10 17:36,,SHERBROOKE,,DE BULLION,,SHERBROOKE & DE BULLION,3,"SHERBROOKE & DE BULLION, Montreal, Canada"
3259,2010,6/15/10,18:50,6/15/10 18:50,,DULUTH,,BERRI,,DULUTH & BERRI,1,"DULUTH & BERRI, Montreal, Canada"
3260,2010,6/16/10,16:05,6/16/10 16:05,5488,ST DENIS,,DU CARMEL,,ST DENIS & DU CARMEL,1,"5488 ST DENIS , Montreal, Canada"
3261,2010,6/17/10,2:00,6/17/10 2:00,,DE MAISONNEUVE,,ST DOMINIQUE,,ST DOMINIQUE & DE MAISONNEUVE,6,"ST DOMINIQUE & DE MAISONNEUVE, Montreal, Canada"
3262,2010,6/17/10,12:00,6/17/10 12:00,,COTE VERTU,,CAVENDISH,,COTE VERTU & CAVENDISH,1,"COTE VERTU & CAVENDISH, Montreal, Canada"
3263,2010,6/18/10,3:05,6/18/10 3:05,,ST DENIS,,MARIE ANNE,,ST DENIS & MARIE ANNE,5,"ST DENIS & MARIE ANNE, Montreal, Canada"
3264,2010,6/18/10,15:20,6/18/10 15:20,,RAY LAWSON,,JARRY,,RAY LAWSON & JARRY,2,"RAY LAWSON & JARRY, Montreal, Canada"
3265,2010,6/18/10,16:24,6/18/10 16:24,,RACHEL,,DROLET,,RACHEL & DROLET,3,"RACHEL & DROLET, Montreal, Canada"
3266,2010,6/18/10,17:30,6/18/10 17:30,,COUPAL,,FULLUM,,FULLUM & COUPAL,1,"FULLUM & COUPAL, Montreal, Canada"
3267,2010,6/18/10,21:50,6/18/10 21:50,,RACHEL,E,RIVARD,,RIVARD & RACHEL,5,"RIVARD & RACHEL, Montreal, Canada"
3268,2010,6/19/10,11:03,6/19/10 11:03,,DE CASTILLE,,L'ARCHEVEQUE,,L'ARCHEVEQUE & DE CASTILLE,2,"L'ARCHEVEQUE & DE CASTILLE, Montreal, Canada"
3269,2010,6/19/10,13:37,6/19/10 13:37,2115,CH BORD DU LAC,,ENTR PARC REGIONAL ILE BIZARD,,ENTR PARC REGIONAL ILE BIZARD & CH BORD DU LAC,2,"2115 CH BORD DU LAC , Montreal, Canada"
3270,2010,6/19/10,13:37,6/19/10 13:37,2115,CH BORD DU LAC,,ENTR PARC REGIONAL ILE BIZARD,,ENTR PARC REGIONAL ILE BIZARD & CH BORD DU LAC,2,"2115 CH BORD DU LAC , Montreal, Canada"
3271,2010,6/19/10,15:33,6/19/10 15:33,,WILFRID PELLETIER,,JOSEPH RENAUD,,WILFRID PELLETIER & JOSEPH RENAUD,2,"WILFRID PELLETIER & JOSEPH RENAUD, Montreal, Canada"
3272,2010,6/19/10,15:39,6/19/10 15:39,,CORDNER,,ROBIDOUX,,ROBIDOUX & CORDNER,4,"ROBIDOUX & CORDNER, Montreal, Canada"
3273,2010,6/19/10,16:00,6/19/10 16:00,,ST JEAN,,LABROSSE,,ST JEAN & LABROSSE,2,"ST JEAN & LABROSSE, Montreal, Canada"
3274,2010,6/19/10,21:10,6/19/10 21:10,,SAURIOL,,MARQUETTE,,SAURIOL & MARQUETTE,1,"SAURIOL & MARQUETTE, Montreal, Canada"
3275,2010,6/20/10,12:58,6/20/10 12:58,,ST JOSEPH,E,GARNIER,,ST JOSEPH & GARNIER,1,"ST JOSEPH & GARNIER, Montreal, Canada"
3276,2010,6/21/10,6:55,6/21/10 6:55,,BEACONSFIELD,,WOODLAND,,WOODLAND & BEACONSFIELD,2,"WOODLAND & BEACONSFIELD, Montreal, Canada"
3277,2010,6/21/10,9:00,6/21/10 9:00,,BLEURY,,VIGER,,VIGER & BLEURY,3,"VIGER & BLEURY, Montreal, Canada"
3278,2010,6/21/10,10:10,6/21/10 10:10,2020,ST URBAIN,,,,,1,"2020 ST URBAIN , Montreal, Canada"
3279,2010,6/21/10,10:37,6/21/10 10:37,,ILE DES SOEURS,,DE LA GRANDE ALLEE,,ILE DES SOEURS & DE LA GRANDE ALLEE,1,"ILE DES SOEURS & DE LA GRANDE ALLEE, Montreal, Canada"
3280,2010,6/21/10,13:40,6/21/10 13:40,3419,ST DENIS,,RIGAUD,,ST DENIS & RIGAUD,1,"3419 ST DENIS , Montreal, Canada"
3281,2010,6/21/10,14:40,6/21/10 14:40,,MASSON,,DE LORIMIER,,MASSON & DE LORIMIER,3,"MASSON & DE LORIMIER, Montreal, Canada"
3282,2010,6/21/10,22:55,6/21/10 22:55,,D'ARGENSON,,MULLINS,,MULLINS & D'ARGENSON,1,"MULLINS & D'ARGENSON, Montreal, Canada"
3283,2010,6/22/10,14:35,6/22/10 14:35,,AV DARLINGTON,,BARCLAY,,BARCLAY & AV DARLINGTON,1,"BARCLAY & AV DARLINGTON, Montreal, Canada"
3284,2010,6/22/10,16:04,6/22/10 16:04,,CHRISTOPHE COLOMB,,CREMAZIE,,CREMAZIE & CHRISTOPHE COLOMB,22,"CREMAZIE & CHRISTOPHE COLOMB, Montreal, Canada"
3285,2010,6/22/10,16:05,6/22/10 16:05,,SHERBROOKE,,UNION,,UNION & SHERBROOKE,3,"UNION & SHERBROOKE, Montreal, Canada"
3286,2010,6/22/10,17:42,6/22/10 17:42,,ST JACQUES,,ST PIERRE,,ST PIERRE & ST JACQUES,5,"ST PIERRE & ST JACQUES, Montreal, Canada"
3287,2010,6/22/10,18:45,6/22/10 18:45,,16E AV,,VICTORIA,,VICTORIA & 16E AV,1,"VICTORIA & 16E AV, Montreal, Canada"
3288,2010,6/23/10,,6/23/10 0:00,,ST DENIS,,CHERRIER,,ST DENIS & CHERRIER,6,"ST DENIS & CHERRIER, Montreal, Canada"
3289,2010,6/23/10,10:10,6/23/10 10:10,,DE MAISONNEUVE,O,METCALFE,,METCALFE & DE MAISONNEUVE,9,"METCALFE & DE MAISONNEUVE, Montreal, Canada"
3290,2010,6/23/10,12:04,6/23/10 12:04,,BENNETT,,HOCHELAGA,,HOCHELAGA & BENNETT,4,"HOCHELAGA & BENNETT, Montreal, Canada"
3291,2010,6/23/10,16:32,6/23/10 16:32,,VIAU,,SHERBROOKE,,VIAU & SHERBROOKE,2,"VIAU & SHERBROOKE, Montreal, Canada"
3292,2010,6/23/10,17:40,6/23/10 17:40,876,CHAMPAGNEUR RUELLE ARR,,,,,1,"876 CHAMPAGNEUR RUELLE ARR , Montreal, Canada"
3293,2010,6/23/10,20:40,6/23/10 20:40,,D'ARGENSON,,CENTRE,,D'ARGENSON & CENTRE,1,"D'ARGENSON & CENTRE, Montreal, Canada"
3294,2010,6/24/10,20:00,6/24/10 20:00,,ONTARIO,,BERRI,,ONTARIO & BERRI,24,"ONTARIO & BERRI, Montreal, Canada"
3295,2010,6/25/10,13:09,6/25/10 13:09,,CHARLEVOIX,,WORKMAN,,WORKMAN & CHARLEVOIX,1,"WORKMAN & CHARLEVOIX, Montreal, Canada"
3296,2010,6/25/10,14:10,6/25/10 14:10,999,ST JEAN,,LABROSSE,,ST JEAN & LABROSSE,2,"999 ST JEAN , Montreal, Canada"
3297,2010,6/25/10,23:38,6/25/10 23:38,,DES PINS,,DUROCHER,,DUROCHER & DES PINS,1,"DUROCHER & DES PINS, Montreal, Canada"
3298,2010,6/26/10,12:52,6/26/10 12:52,,AYLWIN,,HOCHELAGA,,HOCHELAGA & AYLWIN,2,"HOCHELAGA & AYLWIN, Montreal, Canada"
3299,2010,6/26/10,18:00,6/26/10 18:00,980,2E AV,,,,,1,"980 2E AV , Montreal, Canada"
3300,2010,6/26/10,18:15,6/26/10 18:15,,PIE IX,,ARTHUR CHAMPOUX,,PIE IX & ARTHUR CHAMPOUX,1,"PIE IX & ARTHUR CHAMPOUX, Montreal, Canada"
3301,2010,6/26/10,21:16,6/26/10 21:16,,ROSEMONT,,13E AV,,ROSEMONT & 13E AV,1,"ROSEMONT & 13E AV, Montreal, Canada"
3302,2010,6/27/10,10:25,6/27/10 10:25,15757,GOUIN,,,,,1,"15757 GOUIN , Montreal, Canada"
3303,2010,6/27/10,19:00,6/27/10 19:00,,BARCLAY,,HUDSON,,HUDSON & BARCLAY,2,"HUDSON & BARCLAY, Montreal, Canada"
3304,2010,6/28/10,9:30,6/28/10 9:30,,ONTARIO,,CHAMPLAIN,,ONTARIO & CHAMPLAIN,1,"ONTARIO & CHAMPLAIN, Montreal, Canada"
3305,2010,6/28/10,10:40,6/28/10 10:40,,BERRI,,STE CATHERINE,,STE CATHERINE & BERRI,2,"STE CATHERINE & BERRI, Montreal, Canada"
3306,2010,6/28/10,12:00,6/28/10 12:00,1990,GRENET,,,,,1,"1990 GRENET , Montreal, Canada"
3307,2010,6/28/10,19:40,6/28/10 19:40,,RACHEL,,CLARK,,RACHEL & CLARK,3,"RACHEL & CLARK, Montreal, Canada"
3308,2010,6/29/10,,6/29/10 0:00,,BLEURY,,STE CATHERINE,,STE CATHERINE & BLEURY,1,"STE CATHERINE & BLEURY, Montreal, Canada"
3309,2010,6/29/10,0:00,6/29/10 0:00,,ST DENIS,,RACHEL,E,ST DENIS & RACHEL,9,"ST DENIS & RACHEL, Montreal, Canada"
3310,2010,6/29/10,10:58,6/29/10 10:58,,ONTARIO,,VALOIS,,VALOIS & ONTARIO,1,"VALOIS & ONTARIO, Montreal, Canada"
3311,2010,6/29/10,12:20,6/29/10 12:20,,ROUSSLIERE,,VICTORIA,,VICTORIA & ROUSSLIERE,1,"VICTORIA & ROUSSLIERE, Montreal, Canada"
3312,2010,6/29/10,12:30,6/29/10 12:30,715,PEEL,,,,,1,"715 PEEL , Montreal, Canada"
3313,2010,6/29/10,17:30,6/29/10 17:30,,LAURIER,E,CHRISTOPHE COLOMB,,LAURIER & CHRISTOPHE COLOMB,3,"LAURIER & CHRISTOPHE COLOMB, Montreal, Canada"
3314,2010,6/30/10,11:40,6/30/10 11:40,,DE MAISONNEUVE,O,WOOD,,WOOD & DE MAISONNEUVE,8,"WOOD & DE MAISONNEUVE, Montreal, Canada"
3315,2010,6/30/10,16:49,6/30/10 16:49,,MONT ROYAL,,BOYER,,MONT ROYAL & BOYER,3,"MONT ROYAL & BOYER, Montreal, Canada"
3316,2010,6/30/10,17:02,6/30/10 17:02,,COUTURE,,LACORDAIRE,,LACORDAIRE & COUTURE,1,"LACORDAIRE & COUTURE, Montreal, Canada"
3317,2010,6/30/10,17:10,6/30/10 17:10,,DE GASPE,,DANTE,,DE GASPE & DANTE,3,"DE GASPE & DANTE, Montreal, Canada"
3318,2010,6/30/10,18:23,6/30/10 18:23,4377,ST DENIS,,MARIE ANNE,,ST DENIS & MARIE ANNE,5,"4377 ST DENIS , Montreal, Canada"
3319,2010,7/1/10,,7/1/10 0:00,,ST DENIS,,VILLERAY,,VILLERAY & ST DENIS,3,"VILLERAY & ST DENIS, Montreal, Canada"
3320,2010,7/1/10,16:45,7/1/10 16:45,,DORVAL,,DAWSON,,DORVAL & DAWSON,1,"DORVAL & DAWSON, Montreal, Canada"
3321,2010,7/2/10,14:40,7/2/10 14:40,,DE LA VERENDRYE,,STEPHENS,,STEPHENS & DE LA VERENDRYE,3,"STEPHENS & DE LA VERENDRYE, Montreal, Canada"
3322,2010,7/2/10,15:05,7/2/10 15:05,,RACHEL,,ST HUBERT,,ST HUBERT & RACHEL,3,"ST HUBERT & RACHEL, Montreal, Canada"
3323,2010,7/2/10,16:30,7/2/10 16:30,,ST HUBERT,,FAILLON,,ST HUBERT & FAILLON,1,"ST HUBERT & FAILLON, Montreal, Canada"
3324,2010,7/3/10,1:10,7/3/10 1:10,7275,SHERBROOKE,,,,,1,"7275 SHERBROOKE , Montreal, Canada"
3325,2010,7/3/10,21:50,7/3/10 21:50,,HOCHELAGA,,DU HAVRE,,HOCHELAGA & DU HAVRE,1,"HOCHELAGA & DU HAVRE, Montreal, Canada"
3326,2010,7/4/10,11:00,7/4/10 11:00,,JEAN TALON,,DU PARC,,JEAN TALON & DU PARC,2,"JEAN TALON & DU PARC, Montreal, Canada"
3327,2010,7/4/10,16:40,7/4/10 16:40,,ST JACQUES,,GEORGES VANIER,,ST JACQUES & GEORGES VANIER,1,"ST JACQUES & GEORGES VANIER, Montreal, Canada"
3328,2010,7/5/10,,7/5/10 0:00,,CHAMBLY,,RACHEL,,RACHEL & CHAMBLY,3,"RACHEL & CHAMBLY, Montreal, Canada"
3329,2010,7/5/10,7:50,7/5/10 7:50,,DOCTEUR PENFIELD,,ATWATER,,DOCTEUR PENFIELD & ATWATER,2,"DOCTEUR PENFIELD & ATWATER, Montreal, Canada"
3330,2010,7/5/10,11:05,7/5/10 11:05,7675,ST MICHEL,,CREMAZIE,,ST MICHEL & CREMAZIE,4,"7675 ST MICHEL , Montreal, Canada"
3331,2010,7/5/10,16:05,7/5/10 16:05,,LAMOUREUX,,AMIENS,,LAMOUREUX & AMIENS,1,"LAMOUREUX & AMIENS, Montreal, Canada"
3332,2010,7/6/10,0:30,7/6/10 0:30,,DE LANAUDIERE,,GILFORD,,GILFORD & DE LANAUDIERE,1,"GILFORD & DE LANAUDIERE, Montreal, Canada"
3333,2010,7/6/10,11:20,7/6/10 11:20,3000,RENE LEVESQUE,,,,,1,"3000 RENE LEVESQUE , Montreal, Canada"
3334,2010,7/6/10,12:15,7/6/10 12:15,,BALL,,BLOOMFIELD,,BLOOMFIELD & BALL,2,"BLOOMFIELD & BALL, Montreal, Canada"
3335,2010,7/6/10,12:52,7/6/10 12:52,,LAURIER,,DROLET,,LAURIER & DROLET,4,"LAURIER & DROLET, Montreal, Canada"
3336,2010,7/6/10,15:29,7/6/10 15:29,1612,CARDINAL,,COUGHKY,,COUGHKY & CARDINAL,1,"1612 CARDINAL , Montreal, Canada"
3337,2010,7/6/10,21:20,7/6/10 21:20,,PAPINEAU,,DE MAISONNEUVE,,PAPINEAU & DE MAISONNEUVE,7,"PAPINEAU & DE MAISONNEUVE, Montreal, Canada"
3338,2010,7/7/10,0:45,7/7/10 0:45,,BERRI,,ONTARIO,,ONTARIO & BERRI,24,"ONTARIO & BERRI, Montreal, Canada"
3339,2010,7/7/10,8:27,7/7/10 8:27,,UNIVERSITY,,VIGER,,VIGER & UNIVERSITY,1,"VIGER & UNIVERSITY, Montreal, Canada"
3340,2010,7/7/10,17:00,7/7/10 17:00,,SHEVCHENKO,,JEAN BRILLON,,SHEVCHENKO & JEAN BRILLON,2,"SHEVCHENKO & JEAN BRILLON, Montreal, Canada"
3341,2010,7/8/10,12:00,7/8/10 12:00,,RACHEL,,ST DENIS,,ST DENIS & RACHEL,9,"ST DENIS & RACHEL, Montreal, Canada"
3342,2010,7/8/10,14:30,7/8/10 14:30,,D'IBERVILLE,,DANDURAND,,DANDURAND & D'IBERVILLE,4,"DANDURAND & D'IBERVILLE, Montreal, Canada"
3343,2010,7/8/10,16:30,7/8/10 16:30,,RACHEL,,DE LA ROCHE,,RACHEL & DE LA ROCHE,6,"RACHEL & DE LA ROCHE, Montreal, Canada"
3344,2010,7/8/10,19:25,7/8/10 19:25,,HOCHELAGA,,DESMARTEAU,,HOCHELAGA & DESMARTEAU,1,"HOCHELAGA & DESMARTEAU, Montreal, Canada"
3345,2010,7/9/10,6:50,7/9/10 6:50,,MARLONE,,COTE ST ANTOINE,,MARLONE & COTE ST ANTOINE,1,"MARLONE & COTE ST ANTOINE, Montreal, Canada"
3346,2010,7/9/10,16:07,7/9/10 16:07,,RACHEL,E,FULLUM,,RACHEL & FULLUM,4,"RACHEL & FULLUM, Montreal, Canada"
3347,2010,7/9/10,22:15,7/9/10 22:15,,SHERBROOKE,E,ST GERMAIN,,ST GERMAIN & SHERBROOKE,1,"ST GERMAIN & SHERBROOKE, Montreal, Canada"
3348,2010,7/9/10,22:40,7/9/10 22:40,,SHERBROOKE,,PAPINEAU,,SHERBROOKE & PAPINEAU,12,"SHERBROOKE & PAPINEAU, Montreal, Canada"
3349,2010,7/12/10,7:30,7/12/10 7:30,,ST URBAIN,,ONTARIO,,ST URBAIN & ONTARIO,2,"ST URBAIN & ONTARIO, Montreal, Canada"
3350,2010,7/12/10,13:03,7/12/10 13:03,,GUSTAVE BLEAU,,HONORE BEAUGRAND,,HONORE BEAUGRAND & GUSTAVE BLEAU,2,"HONORE BEAUGRAND & GUSTAVE BLEAU, Montreal, Canada"
3351,2010,7/12/10,16:43,7/12/10 16:43,,DES SOURCES,,CHANTECLERC,,DES SOURCES & CHANTECLERC,1,"DES SOURCES & CHANTECLERC, Montreal, Canada"
3352,2010,7/12/10,19:50,7/12/10 19:50,,VIGER,,ST HUBERT,,VIGER & ST HUBERT,2,"VIGER & ST HUBERT, Montreal, Canada"
3353,2010,7/13/10,5:00,7/13/10 5:00,,ST GERMAIN,,ONTARIO,,ST GERMAIN & ONTARIO,1,"ST GERMAIN & ONTARIO, Montreal, Canada"
3354,2010,7/13/10,8:05,7/13/10 8:05,,VIGER,,ST URBAIN,,VIGER & ST URBAIN,1,"VIGER & ST URBAIN, Montreal, Canada"
3355,2010,7/13/10,10:10,7/13/10 10:10,3840,ST URBAIN,,,,,1,"3840 ST URBAIN , Montreal, Canada"
3356,2010,7/13/10,11:38,7/13/10 11:38,4823,WELLINGTON,,,,,1,"4823 WELLINGTON , Montreal, Canada"
3357,2010,7/13/10,20:33,7/13/10 20:33,,QUEEN MARY,,DECARIE,,QUEEN MARY & DECARIE,1,"QUEEN MARY & DECARIE, Montreal, Canada"
3358,2010,7/14/10,8:28,7/14/10 8:28,,ST JOSEPH,E,CHAMBORD,,ST JOSEPH & CHAMBORD,2,"ST JOSEPH & CHAMBORD, Montreal, Canada"
3359,2010,7/14/10,16:05,7/14/10 16:05,,ROY,,LAVAL,,ROY & LAVAL,1,"ROY & LAVAL, Montreal, Canada"
3360,2010,7/14/10,17:25,7/14/10 17:25,,WELLINGTON,,YOUNG,,YOUNG & WELLINGTON,1,"YOUNG & WELLINGTON, Montreal, Canada"
3361,2010,7/14/10,18:46,7/14/10 18:46,,NOTRE DAME,,DAVIDSON,,NOTRE DAME & DAVIDSON,1,"NOTRE DAME & DAVIDSON, Montreal, Canada"
3362,2010,7/14/10,19:50,7/14/10 19:50,4950,PIE IX,,,,,1,"4950 PIE IX , Montreal, Canada"
3363,2010,7/15/10,10:50,7/15/10 10:50,,FRANCOIS BOIVIN,,LOUIS DUPIRE,,LOUIS DUPIRE & FRANCOIS BOIVIN,1,"LOUIS DUPIRE & FRANCOIS BOIVIN, Montreal, Canada"
3364,2010,7/15/10,12:32,7/15/10 12:32,,ATWATER,,SHERBROOKE,,SHERBROOKE & ATWATER,3,"SHERBROOKE & ATWATER, Montreal, Canada"
3365,2010,7/15/10,14:30,7/15/10 14:30,,,,,,,,
3366,2010,7/15/10,16:45,7/15/10 16:45,,ST JOSEPH,,BERRI,,ST JOSEPH & BERRI,1,"ST JOSEPH & BERRI, Montreal, Canada"
3367,2010,7/16/10,19:10,7/16/10 19:10,,DE NORMANVILLE,,JEAN TALON,,JEAN TALON & DE NORMANVILLE,1,"JEAN TALON & DE NORMANVILLE, Montreal, Canada"
3368,2010,7/17/10,12:05,7/17/10 12:05,,9E RUE,,12E AV,,9E RUE & 12E AV,1,"9E RUE & 12E AV, Montreal, Canada"
3369,2010,7/18/10,,7/18/10 0:00,8207,PROVENCHER,,FACE,,PROVENCHER & FACE,1,"8207 PROVENCHER , Montreal, Canada"
3370,2010,7/18/10,0:30,7/18/10 0:30,,D'ALLET,,D'ARCS,,D'ARCS & D'ALLET,1,"D'ARCS & D'ALLET, Montreal, Canada"
3371,2010,7/18/10,11:45,7/18/10 11:45,,ST PIERRE,,RICHMOND,,ST PIERRE & RICHMOND,1,"ST PIERRE & RICHMOND, Montreal, Canada"
3372,2010,7/18/10,12:44,7/18/10 12:44,6415,SHERBROOKE,E,FACE RESTO PACINI,,SHERBROOKE & FACE RESTO PACINI,1,"6415 SHERBROOKE E, Montreal, Canada"
3373,2010,7/18/10,13:15,7/18/10 13:15,,CHRISTOPHE COLOMB,,CREMAZIE,E,CREMAZIE & CHRISTOPHE COLOMB,22,"CREMAZIE & CHRISTOPHE COLOMB, Montreal, Canada"
3374,2010,7/18/10,13:48,7/18/10 13:48,,ROY,,BERRI,,ROY & BERRI,4,"ROY & BERRI, Montreal, Canada"
3375,2010,7/18/10,15:22,7/18/10 15:22,,AUCOIN,,MONT JOLI,,MONT JOLI & AUCOIN,1,"MONT JOLI & AUCOIN, Montreal, Canada"
3376,2010,7/19/10,,7/19/10 0:00,,LIEGE,,DROLET,,LIEGE & DROLET,1,"LIEGE & DROLET, Montreal, Canada"
3377,2010,7/19/10,15:52,7/19/10 15:52,,FULLUM,,RACHEL,,RACHEL & FULLUM,4,"RACHEL & FULLUM, Montreal, Canada"
